;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;type;gcss_tool_fiscal_yr;channel;channel_comments_en;channel_comments_fr;target_type;target;volume_meeting_target;total_volume;performance;comments_en;comments_fr;target_met;standards_targets_uri_en;standards_targets_uri_fr;performance_results_uri_en;performance_results_uri_fr;org_name_variant;org_id;department_en;department_fr;fy_org_id_service_id
11735;2023-2024;2235;Accelerated Growth Service;Service croissance accélérée;8569;Time from company nomination to service delivery - percentage of firms meeting standards;Délai entre la nomination de l'entreprise et la prestation du service - pourcentage d'entreprises répondant aux normes;TML;;ONL;Number of days between nomination and service delivery is calculated in Salesforce.;Le nombre de jours entre la nomination et la prestation du service est calculé dans Salesforce.;;0.8;91.0;112.0;0.8125;Average time (days) = 61.1 days;Durée moyenne (jours) = 61,1 jours;Y;https://ised-isde.canada.ca/site/ised/en/service-standards/innovation-canada;https://ised-isde.canada.ca/site/isde/fr/normes-service/innovation-canada;https://ised-isde.canada.ca/site/ised/en/service-standards/innovation-canada;https://ised-isde.canada.ca/site/isde/fr/normes-service/innovation-canada;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_2235
11736;2023-2024;2235;Accelerated Growth Service;Service croissance accélérée;8568;5-day call centre response rate for all enquiries;Taux de réponse de centre d’appels de 5 jours pour toutes les demandes de renseignements;TML;;TEL;;;;0.8;311.0;431.0;0.7216;Average time (days) = 5.0 days;Durée moyenne (jours) = 5,0 jours;N;https://ised-isde.canada.ca/site/ised/en/service-standards/innovation-canada;https://ised-isde.canada.ca/site/isde/fr/normes-service/innovation-canada;https://ised-isde.canada.ca/site/ised/en/service-standards/innovation-canada;https://ised-isde.canada.ca/site/isde/fr/normes-service/innovation-canada;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_2235
11743;2023-2024;2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;8570;"Acknowledgement
ISED will acknowledge receipt of applications, required documentation, and reports within 10 business days of receipt.";"Accusé de réception
ISDE accusera réception des demandes, des documents requis et des rapports dans les 10 jours ouvrables qui suivent leur réception.";TML;;ONL;;;;1.0;;;;The service standard was not tracked in FY 23/24 and only started being tracked as of FY 24/25.;Cette norme de service n'a pas fait l'objet d'un suivi au cours de l'exercice 23/24 et n'a commencé à faire l'objet d'un suivi qu'à partir de l'exercice 24/25.;;https://ised-isde.canada.ca/site/intellectual-property-strategy/en/legal-clinics-program/intellectual-property-ip-legal-clinics-program-guide;https://ised-isde.canada.ca/site/strategie-propriete-intellectuelle/fr/programme-cliniques-juridiques/guide-pour-programme-cliniques-juridiques-propriete-intellectuelle-pi#s11;;;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_2251
11744;2023-2024;2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;8572;"Processing
ISED will review the application and provide a response to the applicant within 4 months after the submission deadline.";"Traitement
ISDE examinera la demande et répondra au demandeur au cours des 4 mois civils qui suivent la date limite de présentation des demandes.";TML;;ONL;;;;1.0;;;;The service standard was not tracked in FY 23/24 and only started being tracked as of FY 24/25.;Cette norme de service n'a pas fait l'objet d'un suivi au cours de l'exercice 23/24 et n'a commencé à faire l'objet d'un suivi qu'à partir de l'exercice 24/25.;;https://ised-isde.canada.ca/site/intellectual-property-strategy/en/legal-clinics-program/intellectual-property-ip-legal-clinics-program-guide#s11;https://ised-isde.canada.ca/site/strategie-propriete-intellectuelle/fr/programme-cliniques-juridiques/guide-pour-programme-cliniques-juridiques-propriete-intellectuelle-pi#s11;;;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_2251
11745;2023-2024;2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;8571;ISED will issue payments to Recipients within 30 calendar days after receipt of all additional information required.;ISDE fera un paiement dans les 30 jours civils qui suivent la réception de toute information additionnelle nécessaire pour le traitement du paiement.;TML;;ONL;;;;1.0;;;;The service standard was not tracked in FY 23/24 and only started being tracked as of FY 24/25.;Cette norme de service n'a pas fait l'objet d'un suivi au cours de l'exercice 23/24 et n'a commencé à faire l'objet d'un suivi qu'à partir de l'exercice 24/25.;;https://ised-isde.canada.ca/site/intellectual-property-strategy/en/legal-clinics-program/intellectual-property-ip-legal-clinics-program-guide#s11;https://ised-isde.canada.ca/site/strategie-propriete-intellectuelle/fr/programme-cliniques-juridiques/guide-pour-programme-cliniques-juridiques-propriete-intellectuelle-pi#s11;;;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_2251
11750;2023-2024;3600;ElevateIP;ÉleverlaPI;8573;Ensure that responses to all public enquiries made to the ElevateIP program generic email address are sent within 5 business days.;Assurez que les réponses à toutes les demandes publiques adressées à l’adresse e-mail générique du programme ElevateIP soient envoyées dans les 5 jours ouvrables.;TML;;EML;;;;0.8;;;;The service standard was not tracked in FY 23/24 and only started being tracked as of FY 24/25.;Cette norme de service n'a pas fait l'objet d'un suivi au cours de l'exercice 23/24 et n'a commencé à faire l'objet d'un suivi qu'à partir de l'exercice 24/25.;;;S.O.;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_3600
11751;2023-2024;3601;Portfolio Management;de gestion de portefeuille;8576;The Service Management team commits to submitting the Service Inventory on time to TBS annually, aligned with TBS call dates and the Policy on Service and Digital.;L'équipe de gestion des services s'engage à soumettre chaque année au SCT l'inventaire des services dans les délais impartis, conformément aux dates d'appel du SCT et à la politique sur les services et le numérique.;TML;;ONL;;;;1.0;;;;These results will be posted internally for service owners/ stakeholders via an internal facing website and Service Oversight Dashboard and externally via GC Infobase. As this is a new standard, metrics will be recorded and reported next fiscal year.;Ces résultats seront publiés en interne pour les propriétaires de services/parties prenantes via un site web interne et le tableau de bord de supervision des services, et en externe via GC Infobase. Étant donné qu’il s’agit d’une nouvelle norme, les métriques seront enregistrées et rapportées au cours du prochain exercice financier.;;https://www.tbs-sct.canada.ca/ems-sgd/edb-bdd/index-eng.html#infographic/dept/130/services;https://www.tbs-sct.canada.ca/ems-sgd/edb-bdd/index-fra.html#infographic/dept/130/intro;Wesbite is internal-facing only.;Les sites web sont uniquement orientés vers l’interne.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_3601
11752;2023-2024;3601;Portfolio Management;de gestion de portefeuille;8575;The Service Management team commits to sending out a client feedback form to service owners within 60 days of the Service Inventory submission.;L'équipe de gestion des services s'engage à envoyer un formulaire de retour d'information aux propriétaires de services dans les 60 jours suivant la soumission de l'inventaire des services.;TML;;ONL;;;;1.0;;;;These results will be posted internally for service owners/ stakeholders via an internal facing website and Service Oversight Dashboard and externally via GC Infobase. As this is a new standard, metrics will be recorded and reported next fiscal year.;Ces résultats seront publiés en interne pour les propriétaires de services/parties prenantes via un site web interne et le tableau de bord de supervision des services, et en externe via GC Infobase. Étant donné qu’il s’agit d’une nouvelle norme, les métriques seront enregistrées et rapportées au cours du prochain exercice financier.;;https://www.tbs-sct.canada.ca/ems-sgd/edb-bdd/index-eng.html#infographic/dept/130/intro;https://www.tbs-sct.canada.ca/ems-sgd/edb-bdd/index-fra.html#infographic/dept/130/intro;Website is internal-facing only.;Les sites web sont uniquement orientés vers l’interne.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_3601
11753;2023-2024;3601;Portfolio Management;de gestion de portefeuille;8574;The Application Portfolio Management team commits to submitting ISED's application health status to TBS, aligning with TBS call dates and the Policy on Service and Digital.;L'équipe de gestion du portefeuille des applications s'engage à soumettre le status de la santé des applications d'ISDE au SCT à temps, conformément aux dates d'appel du SCT et à la politique sur les services et le numérique.;TML;;ONL;;;;1.0;;;;These results will be posted internally for service owners/ stakeholders through the Service Oversight Dashboard. As this is a new standard, metrics will be recorded and reported next fiscal year.;Ces résultats seront affichés à l’interne pour les propriétaires de services et les intervenantes par l’intermédiaire du tableau de bord de surveillance des services. Comme il s’agit d’une nouvelle norme, les mesures seront enregistrées et rapportées au prochain exercice financier.;;Website is internal-facing only.;Les sites web sont uniquement orientés vers l’interne.;Website is internal-facing only.;Les sites web sont uniquement orientés vers l’interne.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_3601
11754;2023-2024;SRV02790;Intellectual Property Centre of Expertise (IP CoE);Centre d'expertise en Propriété intellectuelle (CE PI);8577;Client Satisfaction Survey Ratings;Notes obtenues dans le cadre du sondage sur la satisfaction des clients;OTH;;ONL;Quality;Qualité;;0.8;;;;"The service standard is tracked internally through various methods including feedback provided by clients/training participants from satisfaction surveys.

Data for this service standard is already being collected and reported on in our DM quarterly reports and detailed reports. This service standard provides an easily accessible and direct measure of our clients' satisfaction with our training and advisory services. 

As this is a new standard, target update will be provided at a later date as data capture will begin FY 2024-2025.";"Cette norme de service fait l'objet d'un suivi interne par le biais de diverses méthodes, y compris la rétroaction fournie par les clients/participants à la formation dans le cadre de sondages sur la satisfaction.

Les données relatives à cette norme de service sont déjà en train d’être collectées et présentées dans nos rapports trimestriels et nos rapports détaillés du SM. Cette norme de service fournit une mesure directe et facilement accessible de la satisfaction de nos clients à l'égard de nos services de formation et de conseil. 

Comme il s'agit d'une nouvelle norme, une mise à jour des objectifs sera fournie ultérieurement, car la saisie des données commencera au cours de l'exercice 2024-2025.";;https://ised-isde.canada.ca/site/ised/en/service-standards/innovation-canada;https://ised-isde.canada.ca/site/isde/fr/normes-service/innovation-canada;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_SRV02790
11757;2023-2024;SRV03224;Critical Infrastructure and Manufacturing Plan (CIMP): Reporting on manufacturing sector impacts from critical infrastructure disruptions;Plan relatif aux infrastructures critiques et à l'industrie manufacturière (ICIM) : Rapport sur l'impact des perturbations des infrastructures critiques dans le secteur manufacturier;8518;Briefings following a call to action.;Breffage à la suite d'un appel à l'action.;TML;;EML;;S.O.;;1.0;0.0;0.0;;No calls to service.;Pas d'appel au service.;;;S.O.;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_SRV03224
